4,"医学界,海外动态"
5,"医学界,产业人物"
6,"医学界,社会焦点"
7,"医学界,政策解读"
8,"医学界,产经评论"
9,"医学界,新闻评论"
10,"医学界,医政新规"
11,"医学界,人物访谈"
12,"医学界,医改媒体评论"
13,"医学界,医改专家观点"
14,"医学界,医改动态"
15,"医学界,地方新闻"
16,"医学界,学术进展"
25,"医学界,药品监管"
26,"医学界,药物安全"
27,"医学界,医疗器械"
28,"医学界,海外医事"
29,"医学界,海外人物"
33,"医学界,医改广角"
43,"医学界,医院新闻"
44,"健康界,医改进行时"
45,"健康界,医疗产业链"
48,"健康界,公卫健康"
49,"健康界,政策聚焦"
51,"健康界,国际焦点"
61,"健康界,人本位医疗"
62,"健康界,质量与安全"
63,"健康界,智能医院离我们有多远"
97,"医学论坛网,各地医讯"
102,"医脉通,最新进展"
103,"医脉通,业内新闻"
104,"医脉通,专题聚焦"
115,"FDA,声明"
116,"米内网,产业信息"
117,"米内网,医改信息"
118,"中国新闻网,健康频道,政策信息,医政策"
119,"中国新闻网,健康频道,药市场"
120,"中国新闻网,健康频道,药监"
121,"中国新闻网,国内新闻"
122,"中国新闻网,国际新闻"
123,"中国新闻网,社会新闻"
124,"财新网,医疗"
125,"财新网,健康"
126,"新浪网,曝光"
127,"新浪网,医药产经"
128,"新浪网,新闻"
129,"爱唯医学网,资讯中心,国际"
130,"爱唯医学网,资讯中心,国内"
132,"爱唯医学网,资讯中心,用药安全"
133,"新华网,健康频道,新闻热点"
135,"新华网,健康频道,产业经济"
136,"新华网,健康频道,曝光台"
137,"新华网,健康频道,医学前沿"
134,"新华网,健康频道,政策法规"
138,"凤凰网,即时新闻"
139,"果壳网,学科-医学"
140,环球健康
142,"健康报,行业快讯"
143,"健康报,科技"
144,"健康报,医改"
145,"健康报,业界高层"
146,"健康报,产业经济"
147,"健康报,公共卫生"
151,"生物通,科普健康"
163,"人民网,健康"
164,"飞华网,健康"
165,生物360
166,"医药界,医改动态"
170,"医药界,政策解读"
171,"医谷,资讯"
172,国家计生委
173,北京计生委
174,天津计生委
175,上海计生委
176,江苏计生委
177,浙江计生委
178,"搜狐健康,健康产业"
179,"腾讯健康,健康咨询"
180,财新网
181,澎湃新闻
182,网易新闻
184,CFDA官网
185,"生物探索,观察"
187,"健康届,首页"
188,"健康届,要闻"
191,"健康届,医患"
193,"健康届,原创"
194,转化医学网
195,村夫日记
196,果壳科学
199,FDA
207,"科学网,要闻"
209,华医网
210,"北青网,国内"
211,"北青网,滚动"
212,"浙江在线,健康新闻"
213,"浙江在线,曝光台"
214,"浙江在线,报纸"
215,"健康报,新闻中心"
216,"京华网,新闻频道"
218,联合国新闻
219,华商网
220,"央广网,要闻"
221,"央广网,政策"
222,"央广网,曝光台"
223,长江网
224,东南网
225,安徽在线
226,杭州网
227,产经新闻网
228,"中国政府网,要闻"
229,"中国政府网,热点"
230,"中国政府网,部门要闻"
231,"中国政府网,地方报道"
232,"中国政府网,执法监管"
233,长江商报
234,中央纪委监察网站
235,山西新闻网
236,"中国网,要闻"
237,"中国网,今日热点"
238,"中国网,独家播报"
260,半月谈
261,荆楚网
262,"东方健康,医改专题"
263,"东方健康,医保专题"
264,"东方健康,政策信息"
265,中国护理管理
266,健康点
267,凤凰网
268,"央视网,健康资讯"
269,"央视网,要闻"
271,"南方网,头条新闻"
272,"南方网,行业聚焦"
273,"南方网,曝光台"
274,"南方网,医药卫生"
275,"财新网,无恙"
278,"科学网,医学科学"
279,国家食药局
280,"果壳网,医学"
281,奇点
283,生物谷
9000,"报纸,光明日报"
9001,"报纸,人民日报"
9002,"报纸,广州日报"
9003,"报纸,南方都市报"
9004,"报纸,南方周末"
9005,"报纸,羊城晚报"
9006,"报纸,南方日报"
9007,"报纸,深圳晚报"
9008,"报纸,深圳商报"
9009,"报纸,华西都市报"
9010,"报纸,北京晚报"
9011,"报纸,京华时报"
9012,"报纸,新京报"
9013,"报纸,法制晚报"
9014,"报纸,今晚报"
9015,"报纸,每日新报"
9016,"报纸,扬子晚报"
9017,"报纸,现代快报"
9018,"报纸,金陵晚报"
9019,"报纸,新华日报"
9020,"报纸,新闻晨报"
9021,"报纸,新民晚报"
9022,"报纸,解放日报"
9023,"报纸,钱江晚报"
9024,"报纸,都市快报"
9025,"报纸,浙江日报"
9026,"报纸,宁波日报"
9027,"报纸,温州都市报"
9028,"报纸,南昌晚报"
9029,"报纸,福建日报"
9030,"报纸,齐鲁晚报"
9031,"报纸,山东商报"
9032,"报纸,济南时报"
9033,"报纸,大河报"
9034,"报纸,郑州晚报"
9035,"报纸,楚天都市报"
9036,"报纸,武汉晚报"
9037,"报纸,长沙晚报"
9038,"报纸,三湘都市报"
9039,"报纸,成都晚报"
9040,"报纸,信息时报"
10001,"微信,39健康网"
10010,"微信,爱康国宾"
10012,"微信,爱唯医学网糖尿病及内分泌"
10013,"微信,艾叶糖要闻"
10014,"微信,百度健康"
10015,"微信,百歌医学"
10016,"微信,宝山围一桌"
10018,"微信,北京口腔医院"
10019,"微信,贝壳社"
10020,"微信,鼻康网"
10021,"微信,泌尿感染诊疗资讯"
10022,"微信,博言心血管网"
10023,"微信,长颈鹿和熊猫之家"
10024,"微信,长青藤编辑"
10028,"微信,陈有信的眼科世界"
10030,"微信,春雨儿科医生"
10032,"微信,崔玉涛"
10033,"微信,大查房"
10036,"微信,丁香人才"
10037,"微信,丁香医生"
10038,"微信,丁香园"
10044,"微信,段涛大夫"
10045,"微信,儿科在线"
10046,"微信,儿科助手"
10047,"微信,耳鼻喉在线"
10048,"微信,范志红_原创营养信息"
10054,"微信,龚晓明医生"
10058,"微信,挂号网"
10059,"微信,国际肝病"
10060,"微信,国际糖尿病"
10061,"微信,国际循环"
10062,"微信,国际眼科时讯"
10063,"微信,果壳网"
10064,"微信,好大夫在线"
10065,"微信,好头发"
10066,"微信,好医生"
10067,"微信,合理用药YaYa"
10076,"微信,疾病预防健康"
10078,"微信,家庭医生"
10082,"微信,健康报"
10083,"微信,健康界"
10084,"微信,健康之路"
10095,"微信,科学公园"
10096,"微信,科学松鼠会"
10097,"微信,科学网"
10124,"微信,赛柏蓝"
10125,"微信,赛先生"
10129,"微信,上海市精神卫生中心-飘扬的绿丝带"
10130,"微信,邵逸夫医院"
10131,"微信,葉子口腔科普"
10137,"微信,肾利交流平台"
10138,"微信,肾友会"
10139,"微信,肾友之家"
10140,"微信,生命时报"
10141,"微信,生物谷"
10142,"微信,生物探索"
10148,"微信,太医来了"
10151,"微信,希波克拉底医疗圈"
10154,"微信,湘雅医学翻译"
10155,"微信,小木虫"
10156,"微信,协和八"
10157,"微信,协和痛风门诊"
10160,"微信,新康界"
10170,"微信,寻医问药"
10173,"微信,药友汇"
10175,"微信,一叶小舟"
10179,"微信,医疗圈那点事"
10191,"微信,医生说"
10235,"微信,营养师顾中一"
10236,"微信,用药助手"
10242,"微信,孕产妇安全用药"
10334,"微信,澎湃新闻"
10335,"微信,无界新闻"
10337,"微信,健康北京"
10346,"微信,健康时报"
10347,"微信,浙医二院"
10350,"微信,廖新波"
10351,"微信,张强医生"
10357,"微信,慢病管理网"
10363,"微信,小大夫漫画"
10381,"微信,糖尿病医生"
10382,"微信,痛风医生"
10392,"微信,知识分子"
398,米内网
400,新康界
413,凤凰资讯
419,卫计委－医政医管局
420,卫计委－药政管理
422,人社保－政策解读
423,发改委－令
424,发改委－公告
425,发改委－规划文本
426,发改委－通知
427,发改委－解读
428,发改委－其他
429,安徽医药集中采购平台政策法规
430,上海阳光政策采购网-资讯中心
431,上海阳光政策采购网-政策法规
432,江苏－政策文件
433,浙江－政策法规
434,重庆－重要通知
435,四川－政策法规
10393,"微信,罩爸的医事情缘"
10395,"微信,崔玉涛家庭育儿"
10396,"微信,痛风助手"
10397,"微信,中国听力在线"
10398,"微信,公共卫生与健康"
10400,"微信,嗨好孕"
10401,"微信,大众健康杂志"
10403,"微信,健康不是闹着玩儿"
10405,"微信,消化病科普"
10406,"微信,小小四月花"
10408,"微信,奇点网"
10409,"微信,美华医师"
10410,"微信,果壳童学馆"
10411,"微信,宝宝树"
10414,"微信,年糕妈妈"
10415,"微信,冀连梅药师"
10417,"微信,世界避孕日"
10418,"微信,健康朝九晚五"
10419,"微信,drpei"
10420,"微信,中山大学附属六院生殖中心"
10422,"微信,卓正诊所"
10423,"微信,皇家生产护卫队"
10424,"微信,不神医堂"
10425,"微信,玛丽斯特普"
10426,"微信,技术型吃货"
10427,"微信,协和小周"
10428,"微信,医学新青年"
10429,"微信,娘娘说"
10430,"微信,协和骨科"
10431,"微信,健言"
10432,"微信,医史微鉴"
10433,"微信,医学有意思"
10434,"微信,北京大学第三医院"
10435,"微信,重症肌无力的天空"
10436,"微信,张征"
10437,"微信,爱牙护齿"
